"total_march_covid_deaths","Name","Population","Land.area.mi.2.","Water.area.mi.2.","state_num","flesch","favorite_count","id","lang","text","user_location"
312,"Ohio","11,689,100","40,861","3,965",35,42.715,0,1225698281876885504,"en","THIS IS THE BEST INFORMATION TO DATE If you have questions regarding the #Coronavirus Id highly recommend taking the ti","Flyover, State (Ohio)"
367,"Texas","28,995,881","261,232","7,365",43,39.33,0,1230926731617460224,"en","Iran says coronavirus has spread to several cities, reports two new deaths | Article [AMP] | Reuters","Muscat, Oman/Texas, USA"
3191,"New York","19,453,561","47,126","7,429",32,72.6154545454546,0,1225697250178818048,"en","but look how Museveni is holding the paper. Im in tears","Lagos | Manchester | New York"
626,"Florida","21,477,737","53,625","12,133",9,44.52,0,1232632975642087424,"en","There is currently no reported community spread of #COVID19 in the US. People should follow everyday measures to prevent the sp","Florida, USA"
167,"Wisconsin","5,822,434","54,158","11,339",49,34.23625,0,1230915216088686592,"en","Have you been hearing a lot of different things about the 2019 Novel Coronavirus? If so, read up on some myths about the virus and stay educated! #coronavirus #COVID19 #health #wellness #Epidemic","Mequon, Wisconsin"
107,"Oklahoma","3,956,971","68,595","1,304",36,26.6825,0,1225881043967905792,"en","Proving he doesn't hold grudges, @realDonaldTrump just announced he's sending a delegation immediately to China consis","Oklahoma, USA"
822,"Illinois","12,671,821","55,519","2,395",13,32.505,3,1233413533792030720,"en","@kennedycattleco Still have some 7.8 billion people on the planet without Corona","Western Illinois"
814,"California","39,512,223","155,779","7,916",5,120.205,0,1233206331214974976,"en","Thanks Trump","Los Angeles, California"
626,"Florida","21,477,737","53,625","12,133",9,49.5427272727273,0,1233401785345363968,"en","You know what the coronavirus will kill first? Open border arguments.","South Florida"
173,"Arizona","7,278,717","113,594","396",3,53.971052631579,0,1233189301573185536,"en","Trump says his press conference yesterday was calming and that coronavirus is going to disappear. One day its lik","Arizona"
626,"Florida","21,477,737","53,625","12,133",9,18.4442857142857,0,1233396178047447040,"en","BREAKING: Mexico confirms first case of #coronavirus","Florida"
626,"Florida","21,477,737","53,625","12,133",9,61.4504545454545,0,1233418646468214784,"en","The Do Nothing Democrats were busy wasting time on the Immigration Hoax, &amp; anything else they could do to make the Rep","Florida, USA or Idaho"
814,"California","39,512,223","155,779","7,916",5,78.81,0,1226576189780717568,"en","This is not my district, but our thoughts are with all officers &amp; people impact","Gotham, California"
3191,"New York","19,453,561","47,126","7,429",32,55.2152941176471,0,1226572288004370432,"en","Data from shows a massive release of sulfur dioxide gas from the outskirts of Wuhan, commonly asso","New York, NY"
436,"Indiana","6,732,219","35,826","593",14,114.115,0,1230941227832487936,"en","Welp Ill catch yall on the flip side","Indiana "
477,"Connecticut","3,565,278","4,842","701",7,28.05,0,1232529704327905280,"en","President Trump, thank you for monitoring the #coronavirus situation. As a Nation full of familie","United States Connecticut"
510,"Washington","7,614,893","66,456","4,842",47,49.8345161290323,8,1225901882545246208,"en","Wash your before, during, and after you prepare food, after you use the toilet, and before and after providing care to anyone in your home who is sick. Follow our indications.","Washington, D.C."
1736,"Michigan","9,986,857","56,539","40,175",22,41.5535714285714,0,1226566993182150656,"en","Truth silenced again: An outspoken citizen is missing in Wuhan days after another died","Michigan, USA"
0,"Vermont","623,989","9,217","400",45,67.755,0,1230944254966554624,"en","CDC has confirmed 34 cases of novel coronavirus in the US - CNN","Vermont, USA"
3191,"New York","19,453,561","47,126","7,429",32,40.0378260869565,12,1230067772073353216,"en","Beijing strips three Wall Street Journal reporters of their press credentials after the newspaper called coronavirus-hit China 'the real sick man of Asia'","New York"
169,"Virginia","8,535,519","39,490","3,285",46,36.4628571428572,0,1.226828978176e+18,"en","Chinese President Xi Jinping inspected efforts to contain the Wuhan coronavirus in the capital Beijing on Monday, the first time h","Commonwealth of Virginia"
3191,"New York","19,453,561","47,126","7,429",32,64.6628571428572,0,1227383944292659200,"en","So you guys could cure most of the animal diseases with the same mechanism as we can use to cure coronavirus.","New York"
626,"Florida","21,477,737","53,625","12,133",9,103.044285714286,0,1227597421217271808,"en","Well that just adds to the nightmare....","Florida, USA"
814,"California","39,512,223","155,779","7,916",5,27.2552631578948,0,1227396879672958976,"en","US Attorney General US and allies should invest in Huawei competitors China offering $100 billion in incentives to finan","Close to California Coast USA"
510,"Washington","7,614,893","66,456","4,842",47,56.6057142857143,0,1230250038607122432,"en","Yesterday, I visited the @CBP Int'l Mail Facility in Miami to see the work being done to combat counterfeit goods. While","Washington, DC"
3191,"New York","19,453,561","47,126","7,429",32,46.9450000000001,0,1229752012964876288,"en","On the racialisation of disease, ""where fear becomes a license for xenophobia"" through the telling of such a history in","New York City"
3725,"New Jersey","8,882,190","7,354","1,368",30,43.7834615384616,0,1229749273077714944,"en","Apple became the first major U.S. company to say it wont meet its revenue projections for the current quarter due to the coronavirus outbreak via @WSJ","Passaic NJ 07055"
79,"North Carolina","10,488,084","48,618","5,201",33,-74.9125,5,1229751712757485568,"en","@GuoLibrary @Jkylebass @StephenBannon @robert_spalding @BillGertz @MischaEDM @ding_gang @maryann_3040 @JanJekielek @scoopercooper @michaeljohns @ajphelo @BaldingsWorld @BenKTallmadge @BRICBreaker @BethanyAllenEbr @WarrenPlatts @DanRDimicco @briangobosox @IanHFletch @JackPosobiec @abresler @ChetNagle @GordonGChang @JohnHemmings2 @SariArhoHavren @AMFChina @mrbcyber @anderscorr @HimalayaGlobal @MauraMoynihan1 @matchbox982 @DagmarUnger @BoycottHegemony @AbeShinzo @JustinTrudeau Not just to Wuhan, but the entire country. That is unprecedented. It will be a major blow to business and means that the crisis is only just beginning","North Carolina, USA"
510,"Washington","7,614,893","66,456","4,842",47,79.94,0,1231959464846282752,"en","Trump has no plan to stop the coronavirus as it spreads across the globe. Guess who has a plan... and had it three weeks ag","Washington, DC"
626,"Florida","21,477,737","53,625","12,133",9,-18.250652173913,1,1229090138350903296,"en","@OliverasCarlos @PR_51st_STATE @VRCT_Vic @SaulNazario @Ericpr40 @PeteButtigieg I support Trump because he negotiated USMCA and is confronting China. I support Trump because he is confronting the corrupt Washington and PR establishment. I support Trump because illegal immigration hurts Americans and Latinos, because I hate socialism, abortion, unemployment.","Florida, USA"
499,"Georgia","10,617,423","57,513","1,912",10,79.5575,0,1227359281646841856,"en","Thought for the day: Before you pop that bubble wrap, remember the air came from China !!","Valdosta, Georgia"
79,"North Carolina","10,488,084","48,618","5,201",33,32.9838235294118,0,1229089348227944448,"en","@SaraCarterDC Sara- this is a different issue I was just reading about &amp; it is frightening. Is this true ? Expert: China Has Global Chokehold on Medicine, Can Shut Down Our Pharmacies, Hospitals in Months","Pinehurst, North Carolina, USA"
626,"Florida","21,477,737","53,625","12,133",9,100.7075,0,1225987925348933632,"en","has a 5G plan I'm not buying the fear porn about 5G. It's a new world","Florida, USA"
312,"Ohio","11,689,100","40,861","3,965",35,53.971052631579,0,1225400753394765824,"en","Does Nazi China have @MikeBloomberg s pee pee tapes? This interview is ridiculous! Bloomberg claims xi, who puts mil","Ohio, USA"
510,"Washington","7,614,893","66,456","4,842",47,40.6131578947368,0,1233166411100377088,"en","Making jokes about the coronavirus supports casual racism. It enables the the idea that Asians are dirty and diseased.","Washington"
152,"Missouri","6,137,428","68,742","965",25,30.025,0,1225397297493790720,"en","For 14 days, CNN reporter @David_Culver was under quarantine in Beijing and reporting on the coronavirus outbreak after being i","Missouri, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,55.2152941176471,0,1230530969561706496,"en","NEWS] Two people in their 80s are confirmed dead from the coronavirus outbreak aboard the Diamond Princess...","North Carolina, USA"
626,"Florida","21,477,737","53,625","12,133",9,-9.73499999999999,600,1233165793438814208,"en","Whistleblower says @HHSGov sent &gt;12 workers to receive Americans evacuated from #Wuhan China#CoronavirusOutbreak epicenterWITHOUT proper training for infection control or appropriate protective gear. Workers were NOT tested for #COVID19. @thespybrief","Florida"
367,"Texas","28,995,881","261,232","7,365",43,0.474117647058847,0,1226192063579947008,"en","First American Citizen Dies Of Coronavirus In Wuhan; 5 Britons Diagnosed In French Ski Town - #Coronavirus #CoronavirusOutbre","Dallas, Texas, USA"
113,"Nevada","3,080,156","109,781","791",28,25.2732258064516,13,1231210721909919744,"en","Donald is concerned about the spread of the #coronavirus, but only because it may hurt the stock market. - 'Fears over containing novel coronavirus grow as cases outside China spike' - CNN - #SaturdayMorning","La Sierra Nevada, Colombia"
1736,"Michigan","9,986,857","56,539","40,175",22,84.845,0,1224533236652658688,"en","RT! Ever wonder where leftist trolls come from? They come from bot farms in China!!! RT!","Michigan, USA"
3191,"New York","19,453,561","47,126","7,429",32,24.44,0,1224534504003592192,"en","closing off Wuhan = welding doors and locking people into their homes #WuhanVirus #Coronarivus","New York, New York"
76,"Minnesota","5,639,632","79,627","7,309",23,69.788,0,1224740638635196416,"en","Right now Sen. Tina Smith is making a point that I always make when I speak on the Constitution: Soviet Russia had a bill o","Minnesota"
510,"Washington","7,614,893","66,456","4,842",47,8.876,11,1224532543170588672,"en","Another interesting infographic by the @SPGlobalPlatts team and @eklavyagupte; How exposed is OPEC+ to #China in the wake of the coronavirus outbreak? #OOTT #OPEC #coronavirus","Washington DC"
152,"Missouri","6,137,428","68,742","965",25,46.6020408163266,0,1224466076030984192,"en","@StefaniS_W @Rectitude20 @JD_Gaffle They pulled the nasal vaccine because it was shown to not be effective. You know, the thing you want them to check for? How big of an ""outbreak"" was that? 2 cases? maybe 3? That was not due to shedding, that's a normal 10% failure rate","Missouri"
822,"Illinois","12,671,821","55,519","2,395",13,44.52,0,1224463790462337024,"en","A little bit of good news about coronavirus: The number of new cases outside mainland China is currently declining: Jan. 31:","Chicago, Illinois"
1736,"Michigan","9,986,857","56,539","40,175",22,39.337,0,1228314313645056000,"en","@Aarunha @VOAChinese The flu is no where near the dangers of the corona virus.....the flu is what youre happy to get so you dont have to go to school. Typically only very young and very old perish from it. #china is hiding the truth from the world and its people","Michigan, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,50.9633333333333,0,1228292504929341440,"en","@lesbistin Thats so funny cause youre getting all upset about being called names about the coronavirus, but youre ok with racial slurs being used against whites people.","North Carolina, USA"
814,"California","39,512,223","155,779","7,916",5,76.8322727272727,0,1231101107675394048,"en","The Green New Deal isnt enough for Lizzy the liar. Add a Blue New Deal to clean the oceans. Clean environment great.","California, USA"
105,"Tennessee","6,829,174","41,235","909",42,45.0657894736842,0,1224734623445504000,"en","To paraphrase RFK Jr.; all of the vaccine manufacturers have been convicted of felonies , but somehow theyve found Jesus","Tennessee, USA"
626,"Florida","21,477,737","53,625","12,133",9,60.6342857142857,0,1231196319676497920,"en","cases overnight in South Korea, now by far the top #SARSCoV2 epidemic country outside China. But at least they are cat","Florida"
22,"Idaho","1,787,065","82,643","926",12,42.2231818181818,0,1230339992377024512,"en","Deaths were reported as officials began allowing passengers to leave the ship. Get full background and live updates hereinthe emerging virus crisis.","Twin Falls, Idaho"
3725,"New Jersey","8,882,190","7,354","1,368",30,38.165,0,1225323241553715200,"en","Japan: Health ministry reports another 10 passengers on board Diamond Princess cruise ship near Yokohama have been infected","New Jersey"
814,"California","39,512,223","155,779","7,916",5,40.4914285714286,0,1230339372039294976,"en","I double dog dare the moderators to ask Bloomberg about how his publication handled coverage of China and alleged actions agai","California, USA"
319,"Maryland","6,045,680","9,707","2,699",20,29.53,0,1233160709057499136,"en","@HoarseWisperer Wouldnt it be something if someone with the Corona Virus just dropped by CPAC? But with only 15 infected &amp; healing quickly we should be down to 10 now, 5 Fri AM, and ZERO Fri night? Right? MAGAters, just keep on believing your stable genius. #coronavirus","Maryland"
3191,"New York","19,453,561","47,126","7,429",32,45.2623529411765,0,1225404616717803520,"en","My voting record: 1993 NAFTANO 2000 Permanent Normal Trade with ChinaNO 2005 DR-CAFTANO 2011 US-Colombia Trade Agreemen","New York City"
3191,"New York","19,453,561","47,126","7,429",32,60.705,0,1225327759087501312,"en","China Jan nickel output falls by third from previous month research houseAntaike","New York, New York"
367,"Texas","28,995,881","261,232","7,365",43,26.6825,0,1225970671928463360,"en","Proving he doesn't hold grudges, @realDonaldTrump just announced he's sending a delegation immediately to China consis","Mesquite Texas"
312,"Ohio","11,689,100","40,861","3,965",35,40.6131578947368,0,1229081632616910848,"en","I spent years developing an #Ebola treatment. From the outset, I have been VERY concerned about this new #coronavirus:","Ohio, USA"
169,"Virginia","8,535,519","39,490","3,285",46,61.24,0,1225966370803912704,"en","Sent to me from Taiwan on the coronavirus:","Virginia"
859,"Pennsylvania","12,801,989","44,743","1,312",38,42.545,0,1229077198973341696,"en","trump aside, tom cotton is one of the most irresponsible and dangerous people in federal office","Pennsylvania, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,38.485,0,1225966884190916608,"en","Ivanka Trump laundered money for Irans Soleimani, gained 23 trademarks in China including 1 for voting machines, is up t","North Carolina, USA"
3191,"New York","19,453,561","47,126","7,429",32,46.0686363636364,0,1225970995753836544,"en","Elizabeth Warren nailed it! Democrats wont be able to stop the NRA and GOP from enabling the gun violence epidemic unless w","New York City "
0,"Hawaii","1,415,872","6,423","4,509",11,63.865,0,1226177650026319872,"en","Everyone is ordered to stay home till Feb 20th - Officials postponed the Monday Feb 10th back to work date #CoronaVirus","1305 N. Holopono Street, Suite 2
Kihei HI 96753 
USA"
814,"California","39,512,223","155,779","7,916",5,78.81,0,1227337987421298688,"en","Can you fight this hard if youre deathly ill? What is really happening in China?","Ventura Co, California"
626,"Florida","21,477,737","53,625","12,133",9,45.0657894736842,0,1229633370696667136,"en","Footage: awful conditions inside of #Huoshenshan hospital. There is a major leak inside of the hospital that was buil","Florida, USA"
11,"Utah","3,205,958","82,170","2,727",44,42.545,0,1229634784038653952,"en","As some head home after COVID-19 ship quarantine, one slams U.S. 'flip-flopping' | The Japan Times #cruiseshipquarantine","Utah, USA"
3725,"New Jersey","8,882,190","7,354","1,368",30,9.72953488372096,0,1229762908546125824,"en","@matthewstoller Healthcare &amp; the Presidents conduct have animated the Primary narrative Expect China to be woven into the Presidents narrative going forward Everything from Opioids, human rights abuses, carbon emissions, IP theft &amp; tech trade A winning candidate cant be weak on China","New Jersey, USA"
510,"Washington","7,614,893","66,456","4,842",47,80.6868421052632,0,1227337753647443968,"en","BREAKING ""We now have a name for the #2019nCoV disease: COVID-19. Ill spell it: C-O-V-I-D hyphen one nine CO","Washington State "
859,"Pennsylvania","12,801,989","44,743","1,312",38,47.565,0,1229729040363335680,"en","Our supply chain for a WIDE variety of itemselectronics, cars, medicines, etc.goes through #China, at least in part.","Pennsylvania, USA"
3191,"New York","19,453,561","47,126","7,429",32,25.7034482758621,1,1229761392242237440,"en","Over 150 Million Chinese Are Under Coronavirus Lockdown More than 10 percent of the countrys population faces restrictions on how often they can leave their homes. #china #chinese #Coronavirus","New York,  USA "
0,"Vermont","623,989","9,217","400",45,75.1211764705883,0,1229640467115102208,"en","Just because it hasn't happened in your lifetime does mean it CAN'T happen. Follow the facts a","Vermont"
3725,"New Jersey","8,882,190","7,354","1,368",30,75.875,2,1227337812724396032,"en","people so racist bruv","New Jersey, USA"
436,"Indiana","6,732,219","35,826","593",14,14.665,0,1227160782745542656,"en","Today, Chinas Ambassador to the US @AmbCuiTiankai did NOT deny that #CoronaVirus emanated from their biological weapons p","Indiana, USA"
3191,"New York","19,453,561","47,126","7,429",32,71.7678571428572,0,1226144745438818304,"en",".@CDCgov: 4 taken to hospital for further screening after cruise ship docks in NJ","New York, New York"
11,"Maine","1,344,212","30,843","4,537",19,64.6628571428572,0,1225942289320677376,"en","Back with my #Coronavius updates - The total number of confirmed cases in #China has risen to 34546, adding more than 3","Maine, USA"
898,"Massachusetts","6,892,503","7,800","2,754",21,27.3435714285715,4,1228841924800454656,"en","I wonder if the pneumonia from Coronavirus is exacerbated by Chinas smoking epidemic. Are you more prone to pneumonia in general if youre a smoker? Id imagine so.","Massachusetts"
822,"Illinois","12,671,821","55,519","2,395",13,15.4035294117647,0,1229054680619196416,"en","That comment on #China's political system by the #WHO representative was inappropriate, outrageous, vile, and even danger","Illinois, USA"
167,"Wisconsin","5,822,434","54,158","11,339",49,58.4236842105263,0,1228843965971148800,"en","China disinfects BANK NOTES and quarantines them for 14 days as Beijing announces 143 new coronavirus deaths and 2,641","waupun Wisconsin"
3191,"New York","19,453,561","47,126","7,429",32,50.61,0,1233123825027551232,"en","Heres how the 30 Dow industrials companies are prepping for the impact of the coronavirus","New York CIty"
0,"Alaska","731,545","570,641","94,743",2,42.2231818181818,0,1233839183598247936,"en","Mike Pence literally does not believe in science. It is utterly irresponsible to put him in charge of US coronavirus response as","Alaska, USA"
814,"California","39,512,223","155,779","7,916",5,62.1073913043478,0,1233831019536535552,"en","If you're excited for a coronavirus vaccine to roll out thinking it will make everyone safer, I have a bridge to sell y","California"
510,"Washington","7,614,893","66,456","4,842",47,49.5427272727273,0,1225374532912861184,"en","@NPR The corona virus is currently my second choice for President.","Washington D.C"
62,"Oregon","4,217,737","95,988","2,391",37,69.1413636363636,0,1233841198340755456,"en","Alright, I'm not as worried anymore because now I'm pretty sure that folks are going to start to take this virus serio","Oregon"
822,"Illinois","12,671,821","55,519","2,395",13,52.5771428571429,0,1233838072342687744,"en","Trump has now started talking about the coronavirus, which he calls ""a tough one."" He says ""unfortunately one person passed awa","Illinois, USA"
367,"Texas","28,995,881","261,232","7,365",43,38.485,0,1224487216426233856,"en","Zerohedge was banned from Twitter for suggesting someone reach out to the Wuhan Institute of Virology about the origin o","Texas, USA"
814,"California","39,512,223","155,779","7,916",5,27.436511627907,0,1230297429536169984,"en","Funny. YOU making this statement is the utmost in hypocrisy. Trump's administration has ZERO grounds to question OTHER COUNTRIES policy on free press when USA President calls them enemy of the people &amp; state. Spare the world YOUR opinion. NO ONE BELIEVES YOU.","California, USA"
499,"Georgia","10,617,423","57,513","1,912",10,12.425,0,1232391412710301696,"en","Mind boggling - so irresponsible","Georgia"
510,"Washington","7,614,893","66,456","4,842",47,61.4504545454545,0,1232380540340363264,"en","Our #COVID19 tracker provides a global, interactive map of which countries have cases and deaths, and how many. Updated as of y","Washington, D.C."
626,"Florida","21,477,737","53,625","12,133",9,37.2575,0,1232385840799723520,"en","BREAKING: 11th death reported from Italy. 76-year-old woman hospitalized in Treviso has succumbed to #COVID19 disease.","Florida, USA"
367,"Texas","28,995,881","261,232","7,365",43,63.865,0,1231166513647771648,"en","Wait until this virus gets into Skid Row or anywhere in San Francisco. It will go like wildfire. God forbid.","Texas, USA"
3191,"New York","19,453,561","47,126","7,429",32,35.3094117647059,0,1228183908165926912,"en","The #Coronavirus is spreading among members of the #Chinese #Military and armed #Police, with thousands placed under #","New York"
814,"California","39,512,223","155,779","7,916",5,24.065,0,1228191539257430016,"en","Unreal this happened a few hours after my interview w @Huawei chief security officer Andy Purdy. @MorningsMaria @FoxBus","California, USA"
814,"California","39,512,223","155,779","7,916",5,24.595,1,1228038475976527872,"en","This is interesting. I want to know more about Stan Pavlovsky's vision. Timing is ripe for Shutterstock to take a more media production-oriented approach to business, open up new media revenue channels through O&amp;O content channels...","Venice, CA  Boston, MA"
367,"Texas","28,995,881","261,232","7,365",43,26.6825,0,1228170158423732224,"en","Facts most official websites yet to disclose, but researchers know about #COVID19: - Airborne - Asymptomatic transmission - I","Baseballplex, Texas"
0,"Hawaii","1,415,872","6,423","4,509",11,56.6057142857143,0,1228186866966396928,"en","World Heath Org @WHO official on coronavirus says experts are still trying to determine how big is the iceberg? How muc","Hawaii"
626,"Florida","21,477,737","53,625","12,133",9,11.13,0,1232379432884678656,"en","Top Senate Democrat appalled and astonished by Trump teams inadequacy of preparedness in coronavirus fight","Florida, USA"
814,"California","39,512,223","155,779","7,916",5,37.4553846153846,0,1232367223831846912,"en","@realDonaldTrump We have discovered the coronavirus is cured with tequila salt and lime","California"
510,"Washington","7,614,893","66,456","4,842",47,45.68,13,1232373679209582592,"en","Well Moms, I guess it's up to you now. Fluids, antipyretics for fever, rest and cough etiquette. Keep the kids home from school. Go to the E.R. for a fever over 101.5 non responsive to tylenol/motrin. A retired E.R./ICU R.N.","Vancouver, Washington"
11,"Utah","3,205,958","82,170","2,727",44,45.0657894736842,0,1232379266957893632,"en","The coronavirus outbreak shows how important it is for us to keep our borders secure. It's also why @realDonaldTrump","Utah, USA"
814,"California","39,512,223","155,779","7,916",5,38.1116981132076,7,1224721324804694016,"en","CHINA SAYS CORONAVIRUS COMES FROM THE US &amp; THE US CLAIMS IT COMES FROM CHINA. THE TRUTH IS 2 FOLD 1. Travel (folks go both ways) 2. Monsters must come from far away to be truly scary. Who wins if you believe the nonsense? WORLD BIG MEDICINE YET, ITS ALL A LIE #rogerbezanis","Ventura, California"
814,"California","39,512,223","155,779","7,916",5,96.0246153846154,0,1224241109733265408,"en","10 days? 10?!!?! Everyone else needs to step their game up real quick.","California, USA"
3191,"New York","19,453,561","47,126","7,429",32,38.485,0,1224512319646064640,"en","Wuhan is CENTRAL to Chinas transportation system, with major railways feeding millions of people to all of Chinas major cities","New York, USA"
173,"Arizona","7,278,717","113,594","396",3,47.565,0,1233817382772064256,"en","JUST IN: Health officials with Seattle and King County, Washington, say a patient infected with coronavirus has died.","Arizona, USA"
367,"Texas","28,995,881","261,232","7,365",43,66.4,0,1233148328373882880,"en","We are so screwed #Pencedemic","Texas, USA"
859,"Pennsylvania","12,801,989","44,743","1,312",38,76.725,0,1233141966201925632,"en","We need to hear from the CDC and NIH in a live news conference, with no elected officials within five hundred yards, and p","Pennsylvania, some of the time"
3725,"New Jersey","8,882,190","7,354","1,368",30,24.065,0,1223683427561562112,"en","So much public pajama wearing that it would break Suzhous facial recognition shaming cameras. Except everyones also wearing","New Jersey, USA"
367,"Texas","28,995,881","261,232","7,365",43,-5.78999999999999,0,1233142673227362304,"en","Completely unseriousand yet, emblematic of how most Washington Democrats are approaching the Coronavirus problem. The","Texas, USA"
98,"Kentucky","4,467,673","39,486","921",17,50.4707692307693,3,1227154512282095616,"en","CuttingEdge: M24 Tuesday! 2019-nCov &amp; African Locust Updates W/ Other Br... via @YouTube","Kentucky, USA"
1736,"Michigan","9,986,857","56,539","40,175",22,29.5068181818182,0,1225955913045024768,"en","POTUS can any unelected person in his administration. Did you protest when Clinton/Bush/Obama fired tons of ppl? Didn't think so. You're only saying this about #Trump bc you have such an irrational hatred for him, caused by constant exposure to repetitive lies by #MSM/Dems.","Michigan"
510,"Washington","7,614,893","66,456","4,842",47,-12.785,8,1229058358386266112,"en","Chinas Coronavirus Response Shows the Weakness of Authoritarianism","Washington, DC"
62,"Oregon","4,217,737","95,988","2,391",37,49.9140909090909,0,1229714678412005376,"en","5. IMF, WTO, FED, ECB, MSM reporting that this Coronavirus outbreak will hurt the Global Economy 6. MSM pushing the story ve","Antifaville, Oregon"
312,"Ohio","11,689,100","40,861","3,965",35,47.5964285714286,0,1229619888077131776,"en","South Korea reports 1 new case of coronavirus; the woman has no travel history","Ohio, USA"
367,"Texas","28,995,881","261,232","7,365",43,33.465,0,1227301728170713088,"en","6 months before #coronavirus outbreak, citizens of Wuhan were having massive protests - for CLEAN AIR - against CHINESE COMMU","Deep in the  of Texas"
173,"Arizona","7,278,717","113,594","396",3,47.565,0,1228917498575122432,"en","Remember what China looked like before the outbreak of the Coronavirus? Does anyone think that this is suspicious?","Arizona, USA"
814,"California","39,512,223","155,779","7,916",5,64.9245454545455,0,1229560069680877568,"en","China Uighurs: Detained for beards, veils and internet browsing - BBC News","California, USA"
62,"Oregon","4,217,737","95,988","2,391",37,40.6131578947368,0,1228998280815632384,"en","Malaysia said on Saturday an 83-year-old American passenger on the #Westerdam cruise ship that docked in Cambodia has tested","Portland, Oregon, USA"
0,"North Dakota","762,062","69,001","1,698",34,58.4236842105263,0,1.228921039457e+18,"en","Perspective: 1918 #Influenza was a massive pandemic, circled the planet 3 times in 18 months, before commercial air tra","North Dakota, USA"
3191,"New York","19,453,561","47,126","7,429",32,55.2152941176471,0,1229561173420408832,"en","@ElHefeGarcia @NPR Try looking at gun violence per capita and you see that your logic is nonsense","New York, USA"
152,"Missouri","6,137,428","68,742","965",25,47.565,0,1228911925121232896,"en","Remember what China looked like before the outbreak of the Coronavirus? Does anyone think that this is suspicious?","Missouri, USA"
626,"Florida","21,477,737","53,625","12,133",9,11.3392857142857,0,1226013642942009344,"en","Everything You Need to Know If You're Traveling During the Coronavirus Outbreak #conronavirus #travel","Florida, USA"
22,"Idaho","1,787,065","82,643","926",12,63.865,0,1225423012012449792,"en","He made his millions buying up businesses and factories, stripping the cash out firing everyone, some who had worked t","Blackfoot, Idaho"
3191,"New York","19,453,561","47,126","7,429",32,45.0657894736842,0,1225419353325264896,"en","Video from #Wuhan Fangcang Hospital built in a few days to ""quarantine"" Wuhan citizens with mild to moderate #Wuhan","New York City"
436,"Indiana","6,732,219","35,826","593",14,27.2335714285715,0,1233118990328791040,"en","@SenSchumer @SpeakerPelosi Hey fool, open borders allow people to bring ALL diseases into USA including corona virus. You did support border walls and not you don't. How can anyone believe you? Wait you illegal votes keep you in power, sorry I forgot","Indiana, USA"
169,"Virginia","8,535,519","39,490","3,285",46,49.9140909090909,0,1230350713135542272,"en","i just overheard this little white girl in starbucks say china has too many ppl anyways whats so bad about coronavirus an","Virginia, USA"
111,"South Carolina","5,148,714","30,061","1,960",40,25.7807894736843,0,1233852683133603840,"en","@Gitabushi @awstar11 @RBPundit @Neoavatara I know there was that young-looking doctor who was kind of a whistleblower, but because of that fact I kind of question whether coronavirus is what actually killed him. Seemed a little too convenient.","South Carolina, USA "
79,"North Carolina","10,488,084","48,618","5,201",33,58.4075,0,1230438511544848384,"en","I may have missed it, but didn't hear questions on: -Guns -Abortion -China -Israel -Military -Spending","North Carolina"
173,"Arizona","7,278,717","113,594","396",3,49.9140909090909,0,1233849403649163264,"en","Every single Trump budget has cut the CDC's ability to respond to a pandemic.Every single one. This is the type of cr","Arizona, USA"
169,"Virginia","8,535,519","39,490","3,285",46,54.7508695652174,0,1233847654339227648,"en","If someone was in MY personal orbit and was telling people coronavirus is a #hoax, I would tell them to STFU, because disin","Virginia, USA"
312,"Ohio","11,689,100","40,861","3,965",35,40.6131578947368,0,1230343052579016704,"en","Meanwhile, is the plane taken out of service to prevent further infections Some coronaviruses can linger on surfaces for","Ohio, USA"
173,"Arizona","7,278,717","113,594","396",3,54.7508695652174,0,1224662720026308608,"en","Who needs Russia or China or Iran as enemies when you have @RepAdamSchiff and the rest of @TheDemocrats party RIGHT HERE AT H","Arizona "
626,"Florida","21,477,737","53,625","12,133",9,48.5485714285714,0,1231035824986304512,"en","NEW: The White House is bracing for a possible coronavirus outbreak in the U.S. that could sicken thousands, slow the economy","Florida, USA"
499,"Georgia","10,617,423","57,513","1,912",10,71.7678571428572,0,1232404790623207424,"en","If thats true, he probably spread it to a lot of the Iranian government","Atlanta, Georgia"
150,"Alabama","4,903,185","50,645","1,775",1,43.7160869565218,0,1228117895084986368,"en","Inovio Pharma, a SanDiego Lab says it discovered the #Coronavirus vaccine in 3 hrs! Scientists R racing 2get it on market in r","Alabama, USA"
626,"Florida","21,477,737","53,625","12,133",9,25.455,1,1232403314630971392,"en","Bill Gates warns coronavirus could hit Africa with dire consequences - Business Insider","Oakland Park, Florida"
510,"Washington","7,614,893","66,456","4,842",47,45.0657894736842,0,1228319400182325248,"en","As members of the DAC @DACchairOECD respond to #coronavirus outbreaks, lessons from SARS, Ebola, Avian flu point to th","Washington, DC"
626,"Florida","21,477,737","53,625","12,133",9,24.065,0,1228116104515551232,"en","Unreal this happened a few hours after my interview w @Huawei chief security officer Andy Purdy. @MorningsMaria @FoxBus","Florida, USA"
173,"Arizona","7,278,717","113,594","396",3,110.055,0,1232398297861509120,"en","have been"", yes, it could have been. We don't know right now.","Casa Grande,Arizona"
